唯					only; yes	solely	soley	solely	Unique	"Mouth . . . turkey.  -    -  The mouth of a turkey is used solely for saying, ""Gobble."" Likewise, your mouth, full of turkey, is solely used to gobble it up.  -  Sadly my mouth gets to taste turkey solely on Christmas Day."	Bouche...dindon. Le dindon est l'unique animal à savoir pousser le cri qu’il sait pousser.  --	30_口_唯	595	1731	1763	613		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_口
誰					who? whom? whose? anyone?	who	who?		Qui	"Words . . . turkey.  -    -  Do you remember that song where they say ""Who let the turkeys out!? Gobble.. gobble.. gobble""?  -  [who; someone; somebody] You´re alone when, suddenly, you think you hear someone speaking. ""Who´s there?"", you say, but there is no answer. Then you find out it was only a turkey gobbling. You feel relieved (and ashamed to tell this story). (Based on raulir)."	Dire...dindon. Périodiquement réapparaissent des programmes de radio ou télévision au cours desquels l’animateur est chargé de deviner quelle célébrité se chache derrière une voix dont le timbre est brouillé par un artifice électronique, à tel point que la voix devient comparable au cri du dindon. L’une de ces émissions, animée par José Artur, s’appelait à juste titre « à qui ai-je l’honneur ». Titre au demeurant remarquablement choisi, puisqu’aujourd’hui, il nous permet de comprendre comment dire-mots et dindon s’associent pour signifier qui.   --	30_言_誰	598	0505		614		CJK-Hanja CJK-RTH CJK-RTK RADICAL_言
焦					burned, scorched; anxious, vexed	char	apprehensive	apprehensive	Carboniser, foyer optique	Turkey . . . oven fire.  -    -  When I put the turkey over the oven fire, it always ends up being charred beyond recognition. I´m not a very good cook.  -  Char could be any meat over oven fire. So why is it a turkey in this kanji? Because charred turkey is what sticks out most in your mind as the thing that ruined Thanksgiving dinner.	Dinde...four. L’image légendaire de la dinde de Noël, et de l’excita­tion qui règne habituellement à cette époque de l'année nous mènent tout naturellement à la laisser carboniser.   --  Foyer optique est une signification associée.	20_火_焦	599	1733	1770	615		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_火
礁					reef; jetty; submerged rocks	reef	reef	reef	Récif	"Rocks . . . char.  -    -  Coral reefs are now dying off due to our abuse of the environment and now look like charred stone. For a picture illustrating this, see http://www.nacri.org/images/Hof-dredgingfig8.jpg.  -  Reefs are often formed from volcanic rock, or ""rock that has been charred""."	Les légendes de marins nous fourniront une image du récif, dangereux amas de pierres sur lequel les navires échouent et se carbonisent.  --	10_石_礁	600	1735	1772	616		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_石
集					assemble, collect together	gather	to gather	Gather	Rassembler	Turkeys . . . atop a tree.  -    -  Hunter-gathers, searching all along the ground for food. They never look up and see the Turkeys that have gathered on top of the trees to hide. Those were some smart turkeys!  -  Gather the turkeys for Thanksgiving. Gather the trees for Christmas. In that order...	Voici le rassemblement dynamique évoqué au cadre 272. Dans la dinde unique perchée sur cet arbre, il faudrait imaginer un rassemblement d’oi­seaux avant le grand départ pour les migrations. La forme ancienne de ce kanji montrait d’ailleurs trois dindes, soit des dindes partout, partout !  --	62_隹_集	601	0502	538	617		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_隹
准					approve, allow, permit; in accord	quasi-	allow	Standard (n.)	Quasi	Ice . . . turkey.  -    -  Quasi-modo, the famous hunchback of Notre-Dame wasn´t actually a hunchback at all!! He used a frozen turkey to make a hunch!  -  An iced turkey is only quasi-as-good-as fresh turkey.	Glace...dinde. Ceci est donc notre dinde, encore congelée. C’est à dire quasi carbonisée, puisque bientôt elle va aller au four en passant par la case 615.  --  Ce caractère est une abréviation du kanji 準 (cadre 622, ci-dessous) mais comme il sert notamment à transcrire le mot « ratification » (批准(ひじゅん)) on l’a maintenu dans la liste des kanjis d’usage courant.	20_冫_准	602	1739	539	618		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_冫
進					advance, make progress, enter	advance	to advance		Progresser	"Turkey . . . road.  -    -  Why did the turkey cross the road? To advance to the other side, of course.  -  [re: raulir] Animals on the road: Turtles escape (#283) and Pigs pursue (#539), while the Turkeys advance (looking very formidable indeed)."	Alors que l’image obtenue plus haut avec les truies page 156 était assez effrayante, on verra ici simplement un troupeau de dindes, progresser lentement mais sûrement sur la route.   --	42_辵_進	603	0503		619		CJK-Hanja CJK-RTH CJK-RTK RADICAL_辵
雑					mixed, blended; mix, mingle	miscellaneous			Divers	"Baseball . . . trees . . . turkey.  -    -  Newscast: ""Among today´s miscellaneous stories, we have a report on a baseball team that was chased up a tree by a turkey. Stay tuned for this and more!"".  -  On the left we have baseball and wood, which obviously means a baseball bat. Instead of balls, there are miscellaneous other objects you may hit with it. While beating people may be one favorite use, in this case we see it used for making turkey mash."	Notre dindon s'alimente des graines les plus diverses, provenant de neuf arbres différents. Cette courte scène est sans doute la façon la plus simple de retenir le tracé de ce caractère qui résulte probablement de la simplification d'une construction plus complexe.  --		604			620		CJK-RTK RADICAL_隹
雌					female; feminine; gentle, soft	female		feminine	Femelle	This character for female forms a pair with that for male, which we will learn later (Frame 804). The elements: footprint . . . spoon . . . turkey.  -    -  Stop | spooning | turkeys. Spoon females.  -  To become feminine you must stop using a spoon to eat turkey and use a knife and fork like a proper lady.	Ici...dinde. Ce terme concerne les animaux. Nous verrons son corres­pondant par la suite.  --	20_隹_雌	605		1769	621		CJK-Hanja CJK-RSH CJK-RTK RADICAL_隹
準					rule, guideline, standard	semi-	Standard		Demi-	Think of this in terms of the semifinals of some sports competition. Water . . . turkeys . . . needle.  -    -   Boiling a turkey in water for 10 minutes will only make it semi-cooked.  -  The anhinga, or water turkey, has a needle-like nose, so really it´s only a semi-turkey http://en.wikipedia.org/wiki/Anhinga.	Pensez à la demi-finale d’une compétition sportive. L’eau et la dinde du haut suggèrent une collation. En bas, l’aiguille.  --	42_水_準	606	0504		622		CJK-Hanja CJK-RTH CJK-RTK RADICAL_水
奮					strive, exert effort; arouse	stirred up	exert oneself		Excitation	St. Bernard dog . . . turkey . . . rice field/brains.  -    -  The St. Bernard dog pounces on a turkey in a rice field and stirs up all the other birds around. See them all gobble gobbling in fear?  -  Gruesome, but it makes it easy to remember. Here goes: The St. Bernard stirred up a crowd of turkeys and caught one. It bit the head, brains spilling onto the rice field.	Grand homme...dinde...rizière. Cette fois notre grand homme avec la dinde traverse la rizière à grandes enjambées car il s'est fait remarquer. Tout cela suggère une grande excitation.  --	32_大_奮	607	1742		624		CJK-Hanja CJK-RTH CJK-RTK RADICAL_大
奪					take by force, rob, snatch	rob	take by force		Dérober	Whereas burglary (Frame 381) implies clandestine appropriation of another's property, robbery refers to taking by force. The primitive elements: St. Bernard dog . . . turkey . . . glue.  -    -  Remember the scene in A Christmas Story where the big dogs robbed the family of their Christmas turkey? Well, the following year Ralphie´s mom glued the holiday bird to the kitchen table, just as a precaution.  -  Don´t let the neighbor´s St.Bernard rob tonight´s turkey....glue it to the table if you must.	Grand homme...dinde...colle. L’idée de dérober est bien de s'emparer par la force du bien d'autrui. On verra dans ce grand homme un voleur de poules qui se colle une dinde sur le dos pour la dérober.  --	32_大_奪	608	1743		623		CJK-Hanja CJK-RTH CJK-RTK RADICAL_大
確					sure, certain; real, true	assurance	reliable		Certitude	"On the left you see the rock, which is familiar enough. But pay attention to the right. Taking careful note of the unusual stroke order that has the ""chimney"" on the house doubled up with the first stroke of the turkey, we may see the right side as a turkey house (or ""coop""). We shall see this pattern only on one other occasion (Frame 2093), but even for these two characters it is well worth the trouble to single it out as a primitive.  -    -  To assure that no one will get into the Turkey coop, put a huge rock in the entrance!  -  You´ve heard the expression ""killing two birds with one stone."" (一石二鳥 is-seki-ni-chou). We´ll, there´s another one that roughly translates as ""killing an entire coop with a giant boulder. "" That´s the method that hunters use when they want absolute assurance of taking home a bird."	A gauche, le caillou ; à droite, prenez garde au trait peu habituel, commun à la cheminée de la maison et la tête de la dinde. Cette image de « poulailler » est rare mais utile. Alors, assurez-vous avec certitude que la dinde ne sorte pas de son poulailler, en plaçant une grosse pierre devant la porte.  --	42_石_確	609	0508		625		CJK-Hanja CJK-RTH CJK-RTK RADICAL_石
午					seventh earthly branch	noon	Noon	Noon	Midi, signe du cheval dans le zodiaque chinois	With a bit of stretching, you might see a horse's head pointing leftwards in this character. That gives the primary meaning of the Chinese zodiacal sign of the horse, which corresponds to the hour of noon. Note how this kanji primitive differs from that for cow (Frame 260).  -  * As a primitive, this character gets the meaning of a horse. Any horse image will do, except that of a team of horses, which will come later (Frame 2132) and get its own primitive.  -  Noon is a good time for a ten minute nap (using lie down as nap).  -  Noon is the hour of the horse.	En forçant un peu vous pourrez voir la tête d’un cheval inclinée vers la gauche dans ce caractère. Cela nous donne le signe du cheval dans le zodiaque chinois, le septième signe, correspondant à l’heure de midi. Le zodiaque chinois partage les 24 heures de la journée en douze périodes de 2 heures, mais dans la pratique, seule la période du cheval ici décrite est encore couramment employée². En composant, nous utiliserons le sens de cheval. N'importe quelle idée de cheval conviendra, à condition que ce ne soit pas un troupeau de chevaux, dont le galop est encore lointain, mais qui approche...  --  ² Autrefois la mesure du temps répondait à des règles surprenantes : « Nous comptons les heures de 1, 2, 3, jusqu'à 12 ; les Japonais les comptent de cette manière : 6, 5, 4, 9, 8, 7, 6, etc. » (Traité de Luís Fróis)	72_十_午	610	0509	542	628		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_十
許					allow, permit; promise; betroth	permit	to permit		Autorisation	Words . . . horse.  -    -  If horses could speak, you might have to ask their permission before mounting them.  -  Mr Ed ( a famous talking horse ) was finally at a loss for words when told he would need a permit for public speaking.	Comme le cheval possède un statut spécial parmi les animaux de bouche­rie. il ne suffit pas, comme pour le mouton, de bien le détailler pour le vendre : une autorisation officielle est nécessaire.  --	50_言_許	611	0510		629		CJK-Hanja CJK-RTH CJK-RTK RADICAL_言
歓					happy, pleased, glad; joy; enjoy	delight			Ravissant	"Again I cannot resist sharing my own associations. If you've ever seen Disney's animated interpretation of classical music, ""Fantasia,"" you will recall what was done there with Beethoven's ""Pastoral Symphony"" (the 6th), and the flying horses that figured in it. The mares are bathing in the stream and the stallions begin to gather. As dusk sets in, the flying horses all start yawning and pair off for the night: a perfectly delightful portrait of delight.  -    -  Imagine a spoiled little girl. Her delight when she gets a Pegasus for her birthday... and then like all spoilt little girls she gets bored of it quickly... hence the yawn.  -  I would be delighted if Japanese lacked the Pegasus kanji."	Pégase...bâiller. Lorsque Pégase se prend à bâiller, on peut entendre un gazouillement superbe, quelque chose d’extrêmement ravissant.   --		612			630		CJK-RTK RADICAL_欠
権					power, right, authority	authority			Pouvoir (capacité)	Tree . . . Pegasus.  -    -  I have Eric Cartman of the “South Park” animated series, wearing a cop uniform, riding a wooden Pegasus (such as on a funfair), and yelling “RESPECT MY AUTHORITAH!!!”.  -  No one has the authority to tie up a pegasus to a tree!	Arbre...Pégase. Pégase a le pouvoir secret de déraciner les arbres sur lesquels il vient à se poser.  --		613			631		CJK-RTK RADICAL_木
観					see, observe, view; appearance	outlook			Perspective	Pegasus . . . see.  -    -  Microsoft Outlook works about as well as a pegasus that can´t see: they both crash all the time.  -  I used to hate birds.They´re loud, stupid and worst of all they shit on your head. Used to think birds were the most vile creatures on earth. Then I encountered a pegasus. I was just walking down the road, minding my own business when I happened to look up. I saw it there, braying noisily, ivory wings outstretched like an angel, back leg raised ever so slightly. It dropped a steaming brown load right on my face. It changed my outlook completely. Birds are the second most vile creatures on earth.	Pégase...voir. Imaginons la perspective que voit Bellérophon juché sur le dos de Pégase.   --		614			632		CJK-RTK RADICAL_見
羽					feather, plume; wings; Kangxi radical 124	feathers	Feathers	Feathers	Plume	From the pictograph of two bird-wings, we get feathers.  -  * The related image of wings can be added as a primitive meaning. It can also take the form ョョ when used as a primitive, as we shall see in frames 618 and 619.  -  Pictograph. Easy enough.  -  These days the biggest concern in airline safety is ICE on the WINGS of the plane. Birds that fly long distances also have to worry about getting ICE on their FEATHERS.	La plume naît du pictogramme de deux ailes d’oiseau.   --	32_羽_羽	615	0511	544	633		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_羽
習					practice; flapping wings	learn	to learn		Apprendre	Feathers . . . white bird.  -    -  Imagine a white bird loosing a couple feathers as it is learning to fly. You learn a lesson as you watch it doing so, maybe you learn that “nothing comes for free” or that “one has to be prepared to loose in order to gain”...  -  Learning is all about adding more feathers to your cap and the most prestigious of all is the beautiful pure white feather you´ll receive when you have learned the kanji!	Plumes...oiseau blanc. Repensez un instant au merveilleux voyage de Nils Holgersson, écrit par Selma Lagerlof. Le petit Nils avait eu la chance de voir sa taille réduite considérablement, et il était parti apprendre le Monde sur le dos d’une oie sauvage.  --  Il est amusant de savoir que ce livre avait été écrit à la commande du ministère suédois de l’éducation, afin d’apprendre aux jeunes Suédois à connaître leur pays.	60_羽_習	616	0512		634		CJK-Hanja CJK-RTH CJK-RTK RADICAL_羽
翌					bright; daybreak, dawn; the next day	the following			Celui d'après	"Feathers . . . vase. Be sure to contrast the connotation of this keyword with that for next (Frame 510).  -    -  The following segment is sponsored by...Swiffer - who make excellent feather dusters for cleaning your vases.  -  Your feathers would also stand up if you were a hen in a slaughter house and you heard: ""The following!""."	Un vase à plumes fournit l’image d’un pigeon d’argile. Et vous attendez que la machine vous lance celui d’après sans plus tarder.  --	10_羽_翌	617			635		CJK-Hanja CJK-RTK RADICAL_羽
曜					glorious, as sun; daylight, sunlight; one of the seven planets of pre-modern astronomy (the sun, the moon, Mercury, Venus, Mars, Jupiter, and Saturn)	weekday			Jour de la semaine	"Day . . . feathers . . . turkey.  -    -  Tip: feathers + turkey : This combination of primitives appears six times in Heisig, so it´s worthwhile giving it a name. I suggest ""futon"" (your futon is made from turkey feathers). REF: weekday (FRAME 576) , laundry (#577), leap (#1285), outstanding (#2272), twinkle (#2534), shimmering (#2880). Story: On weekdays you hang your futon out in the sun.  -  The poor farmer spends every weekday while the sun shines, plucking turkey feathers."	À gauche, le jour ; à droite, une dinde dont les plumes s’en vont. Dans votre atelier imaginaire, faites-vous un calendrier hebdomadaire découpé en forme de dinde, à sept feuillets sur chacun desquels vous écrivez les noms de chacun des jours : Soleil, Lune, feu, eau, arbre, or, Terre. Et sur chaque feuillet, vous écrivez aussi le caractère présent pour obtenir jour du Soleil, jour de la Lune, Jour du feu, etc. qui suivent les noms du Soleil, de la Lune et des planètes. Puis vous effeuillez votre semainier, en regardant la dinde perdre ses plumes chaque jour de la semaine.   --	50_日_曜	618			636		CJK-Hanja CJK-RTK RADICAL_日
濯					wash out, rinse; cleanse	laundry			Rincer	Water . . . feathers . . . turkey  -    -  At the laundry you stuff your large futon (made from turkey feathers) in the machine, thereby causing it to break -- as shown by the water spurting out the side.  -  When turkeys do the laundry, they put their feathers in water (they don´t have clothes).	On rince à la buanderie. Mais cette pièce est aussi le lieu où l’on trouve l'eau en quantité, et où l’on plume les animaux de basse-cour. Donc la dinde y perd ses plumes.   --  Chapitre vingt et un Déformations  Peut-être pouvons-nous faire une autre pause pour observer comment les composants se déforment lorsqu'ils entrent au sein d'un kanji, toujours inscriptible dans un carré de taille fixe. Nous avons déjà fait çà et là des allusion à ces déformations, mais maintenant votre aptitude à écrire les kanjis a crû et vous commencez à mieux tenir votre crayon. Voici succintement les principales déformations rencontrées jusqu'à présent : - À gauche, un composant sera souvent comprimé horizontalement, et sa partie droite se déformera parfois, pour mieux se fondre avec l'élément placé à sa droite. Par exemple, or 金 devient  et arbre 木 est équarri en . - De longs traits formant crochet, et qui en temps normal s'allongent, comme allant vers le caractère suivant dans la logique de l'écriture, se trouvent resserrés en des formes angulaires s'ils sont placés en composant sur la gauche. On repensera à lumière 光, qui devient  dans rayonner 輝. - De façon semblable, les éléments placés au bas d'un kanji sont aplatis. C'est pas exemple le cas de femme 女 qui devient  dans banquet 宴. - Le long trait vertical qui coupe une série de traits horizontaux est souvent coupé sous le dernier de ces traits lorsqu'un autre élément vient au-dessous. C'est ce que nous avons remarqué pour vache 牛 , mouton 羊  ou pinceau . - Ainsi mentionné au second paragraphe, le long trait s'étendant vers la droite, par exemple dans le kanji feu, 火, est raccourci considérablement et tendra à aller vers le bas quand un autre élément se trouvera sur sa droite, comme dans lampe 灯. - À plusieurs reprises, nous avons remarqué que certains traits faisaient double emploi. Ce fut par exemple le cas dans commerce 商. - Enfin, il existe des substitutions complètes, au cours desquelles un caractère est transformé en un composant dont la forme n'a rien à voir avec celle du kanji original. C'est notamment le cas pour eau ou feu. En pareil cas, et compte tenu fait les formes complètes de ces mêmes caractères interviennent aussi en tant que composant, nous avons assigné aux formes « dégénérées » une signification supplémentaire, pour nous assurer que les histoires commandent d'écrire le kanji  L'ensemble de ces réflexions sur l'écriture des kanjis pourra être complété et précisé par vous-même à mesure de votre progression et de votre aptitude à bien écrire. Tentez, si vous ne l'avez pas encore fait, en traçant le kanji sur votre fiche, de l'écrire lentement, en portant attention à tous ces détails graphiques. Comme l'ordre des traits n'est maintenant plus votre principal souci, vous pouvez être plus attentif à l'allure générale du caractère. Veillez à écrire lentement les caractères, afin de bien en maîtriser le tracé.  Comme vous savez maintenant tracer de vous-même la plupart des kanjis qui vont apparaître, nous nous dispenserons d'en indiquer l'ordre de tracé. Le nombre de traits sera indiqué en petits caractères, à gauche de chaque kanji, mais en cas de doute possible ou à chaque nouvel élément présenté, le tracé et le nombre de traits seront indiqués comme d'habitude.	30_水_濯	619			637		CJK-Hanja CJK-RTK RADICAL_水
曰					say; Kangxi radical 73	sayeth	sayeth	Sayeth	Dixit	"Pent in . . . one. The key word refers to famous sayings of famous people, and is the origin for the primitive meaning of a tongue wagging in the mouth that we learned in frame 12. The size of this kanji, a relatively rare one, is what distinguishes it from day.  -    -  Sayeth?! Who the hell says ""sayeth""? Doesn´t seem quite right...just like this kanji, which is just like ""day"" but doesn´t seem ""quite right."".  -  When pent up alone, one sayeth little."	Enceinte...un. Ce kanji est employé pour citer des personnalités. Il est à l’origine de l’élément langue qui s’agite dans la bouche, introduit au début de ce livre. La différence entre ce kanji et celui de soleil réside dans la taille du rectangle et dans le fait que le trait intérieur ne touche pas le bord droit.  --	30_曰_曰	620	1499	1499	638		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK
困					to surround, besiege; to be surrounded; difficult; hexagram ䷮	quandary	trapped	Trapped	Embarras	Pent in . . . trees.  -    -  I´m supposed to make an enclosure for my tree, but if I use its wood for the enclosure, there won´t be anything left to be pent-in. What a quandary!  -  You are pent in the garden of eden with one tree, but outside is the whole world to explore! What a quandary -- should you stay in paradise with the tree of knowledge or should you go out into the world?	Enceinte...arbre. On voit parfois, sous des cieux cléments, des maisons dont le propriétaire ne s'embarrasse pas de la présence d'un arbre enceint dans la maison. Le toit est partiellement découpé pour que l'arbre croisse normalement.  --	40_囗_困	621	0514	547	639		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_囗
固					to become solid, solidify; strength	harden	solid	Solid	Solide	Old . . . pent in. Leave the people out of your story to avoid complications later when we add the element for person to form a new kanji (Frame 1047).  -    -  Fossils are old things pent in that have hardened.  -  Remember Metapod from Pokemon? All it used was harden, which kept it pent in until it grew old enough to evolve into Butterfree..	Au sens de corps solide. Enceinte...vieux. Un fromage laissé dans sa boîte pendant quelques semaines ou une momie dans un sarcophage pendant quelques siècles nous mènent droit à la notion de solide.   --	50_囗_固	622	0515	548	640		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_囗
国					nation, country, nation-state	country		Country	Pays	Jewels . . . pent in.  -    -  In my country (England) the crown jewels are kept pent-in in the Tower of London. Which happens to be where enemies of the state were once also pent-in (probably for trying to steal those jewels).  -  Just think of Japan, a country which is like a jewel but historically very enclosed.	Bijoux...enceinte. Avant l’établissement des constitutions dans la plupart des pays, l'unité des pays était symbolisée par l’ensemble des bijoux constituants la couronne. C'est en tout cas l'image que nous propose ce kanji.  --		624		549	642		CJK-RSH CJK-RTK RADICAL_囗
団					sphere, ball, circle; mass, lump	group			Groupe	"Glued . . . pent in.  -    -  When you are admitted into a group like the Yakuza, you´re well and truly done (だん) for. You must stick to the group like glue, and you will be pent-in for life, never being able to leave.  -  A pent-in group will naturally be more cohesive, or ""glued together.""."	Collé...enceinte. Nul n’ignore l’importance que joue le groupe dans la société japonaise, et les éléments composant ce kanji ne semblent pas renier cette impression.  --		625			643		CJK-RTK RADICAL_囗
因					cause, reason; by; because (of)	cause	a Cause	Cause (n.)	Cause	St. Bernard dog . . . pent in.  -    -  We once had a dog with big paws // and oh what great trouble he´d cause // we built a huge pen // to keep him pent in // and stop him from breaking more laws //.  -  Why is there poop on the kitchen floor? Oh, the cause is that you kept the dog pent in the house all day. Next time remember to walk him.	Grand homme...enceinte. Comme un éléphant dans un magasin de porcelaine, un grand homme confiné dans une enceinte est susceptible de réagir et de causer bien des déboires.  --	50_囗_因	626	0518	551	644		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_囗
姻					relatives by marriage	matrimony	in-law	in-law (adj.)	Conjugal	"Woman . . . cause. Think here of the ""state of matrimony"" and you will not confuse it with other characters involving marriage, one of which we have already met (Frame 581).  -    -  Matrimony is the state in which the woman has got you pent in like a dog so that you cannot go after other bitches.  -  When the woman gets angry, she treats her man like a pent in dog (i.e., puts him in the doghouse). It´s a perfect metaphor for the state of matrimony."	Femme...cause. Par sa fertilité, la femme est en quelque sorte la cause du fait conjugal.  --	30_女_姻	627	1748	1780	645		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_女
園					garden; park, orchard	park	Park		Parc	Pent in . . . lidded crock . . . scarf.  -    -  A nice picnic pent up in the park, with your crock pot and scarf (picnic blanket).  -  There was a homeless man living in a box at the park so I gave him a lidded crock filled with hot curry tied with a scarf...	Enceinte...poterie à couvercle...écharpe. Pour nous balader dans l'enceinte que constitue ce parc, nous emportons un en-cas dans notre poterie à couvercle et nous mettons une petite écharpe pour nous protéger de la fraîcheur qui vient. 猿 et 遠 ont en commun un élément.  --	60_囗_園	629	0519		647		CJK-Hanja CJK-RTH CJK-RTK RADICAL_囗
回					return, turn around; a time	times	to return	Return (v.)	Tourner, fois	"The suffix ""-times"" refers to a number of repetitions. Its elements: a mouth . . . pent in. Hint: you may find it more helpful to forget the primitives and think of one circle revovling inside of another.  -    -  Write mouth two -times.  -  Pretty much a pictograph, see book. Keyword meanings : to turn round, counter for number of times, counter for rounds. Some simple compounds using previously learned kanji : 次回 (next time), 毎回 (every time/each round), 回る (to wander around)."	Le mieux sera de voir dans ce pictogramme un cercle tournant à l’intérieur d’un autre. Faites-le tourner un certain nombre de fois, en retenant son second sens : fois.   --	42_囗_回	630	0520	554	648		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_囗
壇					altar; arena, examination hall	podium	altar		Podium, société des notables	Soil/ground . . . top hat . . . -times . . . nightbreak. With kanji as difficult as this one, it generally pays to toy with the various connotations of its primitives before settling on one image. Aim for as much simplicity as you can.  -    -  A man on the podium announce the rules for the contest: You must fill a top hat with dirt as many times as you can by nightbreak.  -  Abraham Lincoln used a simple mound of soil for a podium, when he wore his top hat and gave the speech he had practiced many times until nightbreak. But it was so magnificent that no one noticed.	Terre...chapeau haut de forme...fois...point du jour. Ce podium est celui de la fête que l’on donne sur l’aire en terre battue du village. Un magicien en chapeau haut de forme va s’y produire un certain nombre de fois, et ce jusqu’au point du jour, est-il précisé. Le commun des mortels n’est pas autorisé à monter sur ce podium, réservé à la société des notables, du village ou d’une confrérie quelconque.  --  Le commun des mortels n'est pas autorisé à monter sur ce podium, réservé à la société des notables, du village ou d'une confrérie quelconque.	50_土_壇	631	1826		649		CJK-Hanja CJK-RTH CJK-RTK RADICAL_土
店					shop, store; inn, hotel	store	a Store	Store (n.)	Magasin	Cave . . . fortune-telling.  -    -  Try to remember all those stores from Zelda that were inside caves and had fortune-teller like vendors.  -  The fortuneteller has a store in a cave.	Appentis...occuper. Ce magasin occupe entièrement l’espace disponible à l’intérieur de l'appentis.   --	52_广_店	632	0523	557	650		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_广
庫					armory, treasury, storehouse	warehouse	Warehouse		Entrepôt	Cave . . . car.  -    -  I think of the Batcave. It´s a big cave that Batman uses as a warehouse to store his car, the Batmobile, and all his cool big-boy toys.  -  Have you ever worked in a warehouse? It´s like a giant metal cave. Watch out for that forklift!	Appentis...voiture. Un appentis assez grand pour y ranger la voiture devient un entrepôt.   --	40_广_庫	633	0524		651		CJK-Hanja CJK-RTH CJK-RTK RADICAL_广
庭					courtyard; spacious hall or yard	courtyard	Court Of Law	Court of law	Jardin	Cave . . . courts.  -    -  When the courthouse caved in, trials had to be held in the courtyard.  -  Back in caveman days, courts were held in caves. When too many people showed up to watch, they spilled out into the courtyard (the yard outside the cave court ) . 庭 (にわ): garden, yard, compound 庭園 (ていえん): garden, park 校庭 (こうてい): schoolyard.	Appentis...tribunaux. Au tribunal, on a installé dans les jardins un appentis où ranger les outils du jardinier.  --	62_广_庭	634	0795	855	652		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_广
庁					hall, central room	government office			Bureau du gouverneur	"Cave . . . a spike.  -    -  Some bureaucrats at a government office decided that the tunnels of caves need to get street signs, which are then nailed to the walls of the cave.  -  In some of the scarier countries, when someone is invited to visit a ""government office"", it´s actually a dungeon where they´re dragged into a cave and nailed to the wall."	Dans le passé, de nombreux objets étaient nécessaires à l’intérieur du bureau du gouverneur. De nos jours, avec l’évolution des techniques, cette pièce s’est vidée de la majorité de son mobilier. Il en est de même dans les kanjis : alors que l’ancienne forme du caractère 廳 est d’une insondable la nouvelle se réduit aux éléments appentis...clou : le clou pour accrocher le portrait du Président de la République, ou de l’Empereur.  --		635			653		CJK-RTK RADICAL_广
床					bed, couch; framework, chassis	bed	Bed	Bed	Plancher	Cave . . . tree.  -    -  The two safe places to sleep in the wilderness are in a tree and in a cave. So these can be considered as beds.  -  (based on mspertus:) The two safe places to sleep in the wilderness are in a tree and in a cave. So to be on the safe side it is best to put a tree in a cave and use it as a bed.	Appentis...arbre. Dans l'appentis, le plancher est en bois.   --	42_广_床	636	0527	560	654		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_广
麻					hemp, jute, flax; sesame; Kangxi radical 200	hemp	Hemp	Hemp	Chanvre, narco-	Cave . . . grove. If it helps, this is the hemp marijuana comes from.  -    -  (Image: while Batman is out, Robin is smokin´ a huge doob in a secret corner of the Batcave where he nurtures his hemp grove).  -  Where is the best place to hid your grove of hemp trees? In a cave, you dope!	Appentis...bois. On pourra faire une image à partir du chanvre indien dont la culture interdite nous contraint à le cultiver en cachette, au fond d’un appentis. Le sens secondaire confine à la racine grecque narco-. Notre sésame sera une grosse corde de chanvre.  --	32_麻_麻	637	0528	561	655		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_麻
磨					grind; polish; rub; wear out; a millstone	grind	grind	grind (v.)	Abrasion	Hemp . . . stone.  -    -  If you grind the hemp you are bound to get stoned quicker.  -  You must GRIND the HEMP collected in the grove by your cave on solid STONE to make the best ropes.	Lorsque la grosse corde de chanvre frotte sur la pierre, celle-ci subit graduellement un phénomène d'abrasion.   --	32_石_磨	638	1752	1786	656		CJK-Hanja CJK-RSH CJK-RTH CJK-RTK RADICAL_石
